1, 657.36
2, 221.88
3, 990.13
4, 831.81
5, 755.97
6, 509.64
7, 211.88
8, 859.79
9, 185.52
10, 220.47
11, 947.94
12, 717.08
13, 166.48
14, 285.60
15, 677.10
16, 840.29
17, 533.46
18, 499.16
19, 140.77
20, 807.26
21, 656.79
22, 491.88
23, 926.88
24, 290.59
25, 965.37
26, 909.70
27, 521.02
28, 405.29
29, 429.83
30, 723.26
31, 747.46
32, 459.43
33, 297.63
34, 844.18
35, 165.72
36, 845.51
37, 603.78
38, 244.32
39, 554.62
40, 468.45
41, 166.45
42, 550.89
43, 734.87
44, 832.29
45, 305.25
46, 696.77
47, 240.93
48, 609.25
49, 416.93
50, 150.98
51, 315.12
52, 670.51
53, 239.23
54, 580.49
55, 252.05
56, 466.26
57, 579.27
58, 875.20
59, 867.39
60, 305.30
61, 197.50
62, 410.81
63, 363.30
64, 728.18
65, 983.27
66, 157.05
67, 699.30
68, 296.41
69, 154.92
70, 277.87
71, 486.30
72, 991.30
73, 255.76
74, 543.94
75, 493.16
76, 748.81
77, 705.80
78, 524.07
79, 288.92
80, 218.99
81, 459.37
82, 430.08
83, 499.87
84, 684.71
85, 863.40
86, 589.84
87, 385.81
88, 471.61
89, 928.17
90, 627.65
91, 340.42
92, 283.21
93, 475.16
94, 266.20
95, 246.75
96, 105.16
97, 409.95
98, 990.84
99, 489.07
100, 489.07
200, 323.17
201, 248.68
202, 515.86
203, 637.24
204, 739.03
205, 891.63
206, 339.00
207, 792.52
208, 433.14
209, 902.72
210, 362.56
211, 373.65
212, 109.18
213, 730.47
214, 383.66
215, 235.10
216, 314.32
217, 124.35
218, 554.49
219, 401.30
220, 407.78
221, 999.74
222, 376.17
223, 953.78
224, 670.08
225, 343.24
226, 655.87
227, 532.81
228, 258.84
229, 625.20
230, 691.75
231, 763.50
232, 236.61
233, 577.86
234, 262.45
235, 985.53
236, 946.32
237, 199.54
238, 139.70
239, 647.29
240, 621.54
241, 576.14
242, 774.23
243, 968.83
244, 938.70
245, 901.44
246, 951.85
247, 798.88
248, 529.13
249, 270.19
250, 245.03
251, 133.70
252, 339.66
253, 737.83
254, 682.26
255, 634.09
256, 268.72
257, 507.65
258, 391.15
259, 542.32
260, 785.81
261, 345.99
262, 268.60
263, 840.64
264, 882.21
265, 851.48
266, 821.10
267, 762.32
268, 238.15
269, 993.92
270, 378.33
271, 183.00
272, 152.14
273, 484.86
274, 483.74
275, 928.09
276, 235.87
277, 966.75
278, 463.75
279, 578.20
280, 338.03
281, 687.91
282, 261.04
283, 133.85
284, 450.00
285, 809.18
286, 215.16
287, 570.24
288, 258.46
289, 803.56
290, 776.05
291, 838.17
292, 344.06
293, 955.54
294, 307.81
295, 390.35
296, 525.29
297, 380.89
298, 253.13
299, 336.54
300, 615.54
301, 243.56
302, 711.78
303, 969.01
304, 917.84
305, 386.40
306, 482.56
307, 774.30
308, 407.77
309, 319.78
310, 759.43
311, 893.28
312, 119.54
313, 509.91
314, 823.71
315, 466.09
316, 107.62
317, 931.44
318, 426.00
319, 234.86
320, 582.72
321, 760.64
322, 611.98
323, 360.98
324, 741.69
325, 347.59
326, 866.95
327, 309.11
328, 499.13
329, 927.55
330, 898.27
331, 659.26
332, 258.56
333, 186.18
334, 852.00
335, 366.85
336, 226.26
337, 322.64
338, 427.54
339, 868.76
340, 960.76
341, 724.12
342, 849.33
343, 720.20
344, 601.23
345, 993.00
346, 148.63
347, 902.33
348, 287.91
349, 881.03
350, 854.90
351, 374.50
352, 619.34
353, 237.67
354, 744.93
355, 633.37
356, 517.28
357, 463.67
358, 332.37
359, 712.96
360, 314.63
361, 449.21
362, 917.73
363, 190.34
364, 644.52
365, 569.53
366, 555.95
367, 577.49
368, 713.93
369, 890.48
370, 992.00
371, 596.83
372, 524.52
373, 995.85
374, 325.59
375, 178.99
376, 966.79
377, 662.95
378, 201.66
379, 895.50
380, 100.11
381, 505.45
382, 450.48
383, 229.79
384, 458.52
385, 186.92
386, 743.07
387, 983.26
388, 948.55
389, 768.89
390, 121.47
391, 753.59
392, 558.82
393, 577.59
394, 640.90
395, 340.97
396, 781.52
397, 496.60
398, 756.62
399, 332.02
400, 490.38
401, 738.53
402, 981.89
403, 384.15
404, 788.92
405, 958.17
406, 297.38
407, 800.51
408, 787.52
409, 853.66
410, 493.62
411, 645.25
412, 169.76
413, 890.76
414, 797.99
415, 945.16
416, 293.04
417, 939.46
418, 676.79
419, 178.78
420, 208.88
421, 498.94
422, 866.14
423, 806.60
424, 410.51
425, 271.75
426, 210.17
427, 560.99
428, 693.94
429, 940.51
430, 861.68
431, 898.53
432, 747.39
433, 716.34
434, 887.59
435, 158.79
436, 167.38
437, 613.58
438, 595.53
439, 441.30
440, 764.30
441, 768.93
442, 866.45
443, 662.50
444, 799.19
445, 821.64
446, 836.46
447, 662.51
